message_id,user_id,timestamp,channel,sender,message_text,is_phishing,hour,day_of_week
M0000991,U00020,2026-03-13T18:59:04+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,18,4
M0000952,U00020,2026-03-17T08:56:46+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,8,1
M0000983,U00020,2026-03-18T12:38:57+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,2
M0001000,U00020,2026-03-18T13:46:33+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,2
M0000979,U00020,2026-03-18T15:33:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,2
M0000954,U00020,2026-03-20T17:38:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,4
M0000985,U00020,2026-03-22T06:06:38+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,6,6
M0000993,U00020,2026-03-27T12:41:13+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,4
M0000976,U00020,2026-03-31T11:57:43+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,1
M0001045,U00021,2026-01-02T07:52:59+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,7,4
M0001043,U00021,2026-01-02T12:55:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,4
M0001023,U00021,2026-01-03T14:41:21+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,5
M0001035,U00021,2026-01-05T20:39:21+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,20,0
M0001022,U00021,2026-01-07T14:40:07+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,2
M0001019,U00021,2026-01-08T14:24:43+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,3
M0001038,U00021,2026-01-10T18:00:14+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,18,5
M0001030,U00021,2026-01-12T14:29:41+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,0
M0001025,U00021,2026-01-15T09:42:59+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,3
M0001015,U00021,2026-01-16T10:17:36+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,4
M0001021,U00021,2026-01-16T15:39:58+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,4
M0001017,U00021,2026-01-22T12:41:29+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0001016,U00021,2026-01-27T16:19:28+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,1
M0001031,U00021,2026-01-28T11:48:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,2
M0001037,U00021,2026-02-04T14:34:21+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,2
M0001006,U00021,2026-02-04T17:07:16+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,2
M0001008,U00021,2026-02-05T10:09:58+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,3
M0001033,U00021,2026-02-06T11:13:43+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,4
M0001004,U00021,2026-02-06T17:13:23+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,17,4
M0001012,U00021,2026-02-09T12:32:29+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,0
M0001013,U00021,2026-02-10T17:32:04+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,1
M0001010,U00021,2026-02-11T11:50:13+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,2
M0001029,U00021,2026-02-14T11:39:55+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,5
M0001034,U00021,2026-02-14T15:40:06+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,5
M0001041,U00021,2026-02-15T11:04:43+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,6
M0001024,U00021,2026-02-16T09:01:05+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,0
M0001039,U00021,2026-02-16T18:00:02+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,18,0
M0001042,U00021,2026-02-23T16:13:08+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,0
M0001009,U00021,2026-02-27T10:42:21+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,10,4
M0001007,U00021,2026-02-27T20:34:25+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,20,4
M0001044,U00021,2026-03-03T15:16:19+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,1
M0001026,U00021,2026-03-07T14:29:04+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,5
M0001036,U00021,2026-03-08T09:48:56+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,6
M0001011,U00021,2026-03-09T09:37:24+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,0
M0001027,U00021,2026-03-09T13:08:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,0
M0001003,U00021,2026-03-12T14:54:55+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,3
M0001014,U00021,2026-03-16T14:18:27+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,0
M0001001,U00021,2026-03-16T17:47:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,0
M0001005,U00021,2026-03-16T18:33:54+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,18,0
M0001002,U00021,2026-03-18T08:41:29+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,8,2
M0001040,U00021,2026-03-18T15:06:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,2
M0001032,U00021,2026-03-20T13:53:32+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,4
M0001020,U00021,2026-03-21T15:56:15+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,5
M0001028,U00021,2026-03-21T20:38:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,20,5
M0001018,U00021,2026-03-24T07:55:08+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,7,1
M0001059,U00022,2026-01-03T09:14:26+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,5
M0001063,U00022,2026-01-05T13:01:18+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,0
M0001050,U00022,2026-01-12T11:23:21+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,0
M0001047,U00022,2026-01-17T14:57:20+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,5
M0001060,U00022,2026-01-20T15:42:02+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,1
M0001052,U00022,2026-01-21T16:31:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,2
M0001046,U00022,2026-01-25T10:23:32+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,6
M0001077,U00022,2026-01-27T13:15:27+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,1
M0001076,U00022,2026-02-01T14:54:36+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,6
M0001072,U00022,2026-02-02T10:14:03+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,0
M0001075,U00022,2026-02-02T14:36:20+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,0
M0001065,U00022,2026-02-04T16:26:19+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,2
M0001071,U00022,2026-02-06T08:32:11+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,8,4
M0001061,U00022,2026-02-16T11:49:23+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,0
M0001064,U00022,2026-02-16T13:45:57+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,0
M0001074,U00022,2026-02-16T17:18:57+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,17,0
M0001068,U00022,2026-02-20T08:31:32+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,8,4
M0001051,U00022,2026-02-23T18:29:23+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,0
M0001070,U00022,2026-03-01T14:52:34+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,6
M0001055,U00022,2026-03-04T14:17:12+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,2
M0001066,U00022,2026-03-06T14:21:17+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,4
M0001058,U00022,2026-03-06T15:32:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,4
M0001073,U00022,2026-03-08T16:15:32+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,6
M0001053,U00022,2026-03-11T10:35:03+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,2
M0001048,U00022,2026-03-14T15:21:31+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,5
M0001056,U00022,2026-03-16T05:53:16+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,5,0
M0001054,U00022,2026-03-17T13:07:02+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0001067,U00022,2026-03-21T12:25:53+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,5
M0001069,U00022,2026-03-22T12:39:34+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,6
M0001057,U00022,2026-03-25T17:28:54+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,2
M0001062,U00022,2026-03-25T20:50:23+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,20,2
M0001049,U00022,2026-03-31T11:27:19+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,11,1
M0001131,U00023,2026-01-01T13:39:02+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,3
M0001142,U00023,2026-01-02T17:26:48+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,17,4
M0001079,U00023,2026-01-05T12:20:58+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,0
M0001090,U00023,2026-01-06T07:22:17+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,7,1
M0001119,U00023,2026-01-07T13:36:14+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0001106,U00023,2026-01-08T21:31:19+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,21,3
M0001112,U00023,2026-01-09T06:58:51+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,6,4
M0001101,U00023,2026-01-09T10:48:58+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,4
M0001132,U00023,2026-01-10T05:46:04+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,5,5
M0001156,U00023,2026-01-12T15:28:00+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,0
M0001111,U00023,2026-01-12T16:57:06+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,0
M0001137,U00023,2026-01-13T17:28:31+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,1
M0001086,U00023,2026-01-14T12:02:16+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,2
M0001153,U00023,2026-01-15T14:36:09+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,3
M0001129,U00023,2026-01-15T14:51:40+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,3
M0001159,U00023,2026-01-18T14:08:39+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,6
M0001098,U00023,2026-01-18T17:43:03+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,6
M0001104,U00023,2026-01-19T15:06:55+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,0
M0001085,U00023,2026-01-20T14:17:04+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,1
M0001140,U00023,2026-01-21T09:03:42+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,9,2
M0001171,U00023,2026-01-21T13:03:41+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,2
M0001135,U00023,2026-01-21T15:53:20+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,2
M0001124,U00023,2026-01-22T13:55:14+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,13,3
M0001172,U00023,2026-01-22T14:31:38+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,3
M0001083,U00023,2026-01-22T17:28:58+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,3
M0001122,U00023,2026-01-23T14:39:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,4
M0010659,U00023,2026-01-25T00:09:18+01:00,SMS,Bank-Security,Unusual activity detected. Verify now: https://bank-secure-check.example,1,0,6
M0010660,U00023,2026-01-25T00:20:18+01:00,SMS,Bank Alerts,Your one-time code is 388576. Do not share this code with anyone.,0,0,6
M0010661,U00023,2026-01-25T00:29:18+01:00,SMS,Bank Alerts,"New device sign-in detected. If this wasn't you, change your password immediately.",0,0,6
M0001155,U00023,2026-01-26T12:46:37+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,0
M0001169,U00023,2026-01-28T11:54:55+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,2
M0001087,U00023,2026-01-28T12:11:38+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,12,2
M0001130,U00023,2026-01-29T11:20:47+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,3
M0001078,U00023,2026-01-29T18:04:52+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,3
M0001114,U00023,2026-01-30T08:21:00+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,8,4
M0001105,U00023,2026-01-30T10:22:44+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,4
M0001097,U00023,2026-01-31T10:32:10+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,10,5
M0001162,U00023,2026-02-01T21:18:46+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,21,6
M0001141,U00023,2026-02-02T15:12:13+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,0
M0001084,U00023,2026-02-02T16:18:04+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,0
M0001095,U00023,2026-02-04T10:16:05+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,2
M0001121,U00023,2026-02-06T14:25:44+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,4
M0001118,U00023,2026-02-07T14:38:04+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,5
M0001100,U00023,2026-02-08T19:36:56+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,6
M0001157,U00023,2026-02-09T05:58:37+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,5,0
M0001150,U00023,2026-02-09T07:39:45+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,7,0
M0001082,U00023,2026-02-09T12:01:59+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,0
M0001166,U00023,2026-02-10T18:50:19+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,1
M0001152,U00023,2026-02-12T12:10:23+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,3
M0001096,U00023,2026-02-14T10:27:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,5
M0001120,U00023,2026-02-15T10:58:45+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,6
M0001154,U00023,2026-02-15T16:47:50+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,16,6
M0001125,U00023,2026-02-15T22:48:18+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,22,6
M0001146,U00023,2026-02-17T10:02:14+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,1
M0001107,U00023,2026-02-18T19:47:53+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,19,2
M0001151,U00023,2026-02-21T10:25:01+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,5
M0001148,U00023,2026-02-21T12:40:11+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,5
M0001080,U00023,2026-02-22T12:28:33+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,6
M0001088,U00023,2026-02-23T10:09:41+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,0
M0001138,U00023,2026-02-25T18:19:09+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,2
M0001165,U00023,2026-02-27T11:28:48+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,4
M0001145,U00023,2026-02-27T13:27:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,4
M0001126,U00023,2026-02-28T11:16:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,5
M0001117,U00023,2026-02-28T12:21:22+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,5
M0001110,U00023,2026-03-01T21:51:35+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,21,6
M0001089,U00023,2026-03-02T12:12:50+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,0
M0001081,U00023,2026-03-02T14:37:18+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,0
M0001164,U00023,2026-03-02T14:44:51+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,0
M0001091,U00023,2026-03-03T09:34:47+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,1
M0001123,U00023,2026-03-03T10:41:12+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,10,1
M0001128,U00023,2026-03-07T11:38:59+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,5
M0001116,U00023,2026-03-08T13:58:18+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,6
M0001099,U00023,2026-03-09T09:13:12+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,0
M0001108,U00023,2026-03-09T12:22:50+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,0
M0001103,U00023,2026-03-11T12:55:26+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,2
M0001134,U00023,2026-03-11T17:28:55+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,2
M0001139,U00023,2026-03-11T19:10:37+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,2
M0001093,U00023,2026-03-12T15:41:32+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,3
M0001113,U00023,2026-03-14T08:10:18+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,8,5
M0001167,U00023,2026-03-14T14:09:28+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,5
M0001147,U00023,2026-03-16T11:10:30+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,11,0
M0001168,U00023,2026-03-16T14:00:09+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,0
M0001170,U00023,2026-03-16T17:14:55+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,0
M0001136,U00023,2026-03-17T15:50:16+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,1
M0001127,U00023,2026-03-18T23:40:46+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,23,2
M0001092,U00023,2026-03-19T09:17:24+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,3
M0001102,U00023,2026-03-22T10:58:10+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,6
M0001143,U00023,2026-03-23T07:41:08+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,7,0
M0001115,U00023,2026-03-23T12:01:14+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,0
M0001144,U00023,2026-03-24T13:21:01+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,1
M0001160,U00023,2026-03-24T15:00:38+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,1
M0001109,U00023,2026-03-25T09:05:00+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,9,2
M0001133,U00023,2026-03-25T12:12:58+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,2
M0001094,U00023,2026-03-25T13:26:52+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,2
M0001149,U00023,2026-03-30T10:30:33+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,0
M0001163,U00023,2026-03-30T10:37:28+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,0
M0001158,U00023,2026-03-31T09:45:14+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,1
M0001161,U00023,2026-03-31T17:34:53+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,1
M0001216,U00024,2026-01-01T12:29:57+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,3
M0001231,U00024,2026-01-04T07:53:58+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,7,6
M0001235,U00024,2026-01-04T12:29:23+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,6
M0001175,U00024,2026-01-05T09:24:32+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,0
M0001178,U00024,2026-01-06T16:14:39+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,1
M0001199,U00024,2026-01-09T13:46:21+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,4
M0001184,U00024,2026-01-09T18:58:46+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,18,4
M0001220,U00024,2026-01-10T10:27:38+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,5
M0001222,U00024,2026-01-10T10:34:59+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,5
M0001186,U00024,2026-01-10T14:07:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,5
M0001224,U00024,2026-01-11T08:27:41+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,8,6
M0001211,U00024,2026-01-12T14:55:30+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,0
M0001229,U00024,2026-01-15T09:20:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,3
M0001245,U00024,2026-01-15T12:21:41+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,3
M0001238,U00024,2026-01-15T15:13:44+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,3
M0001194,U00024,2026-01-19T17:59:45+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,0
M0001210,U00024,2026-01-20T13:40:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,1
M0001237,U00024,2026-01-20T15:40:52+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0001218,U00024,2026-01-21T10:29:34+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,2
M0001241,U00024,2026-01-22T11:08:33+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,3
M0001174,U00024,2026-01-23T13:54:58+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,13,4
M0001206,U00024,2026-01-24T09:21:25+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,5
M0001189,U00024,2026-01-25T11:52:11+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,6
M0001201,U00024,2026-01-27T12:57:04+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,1
M0001190,U00024,2026-01-27T13:33:53+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,1
M0001223,U00024,2026-01-27T14:43:59+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,1
M0001208,U00024,2026-01-28T12:10:52+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,2
M0001234,U00024,2026-01-28T13:12:07+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,2
M0001239,U00024,2026-01-29T13:28:57+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,3
M0001192,U00024,2026-01-31T13:24:41+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,5
M0001196,U00024,2026-02-02T15:29:18+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,0
M0001209,U00024,2026-02-05T15:27:35+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,3
M0001198,U00024,2026-02-06T06:28:37+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,6,4
M0001214,U00024,2026-02-10T08:57:04+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,8,1
M0001244,U00024,2026-02-14T17:11:42+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,5
M0001228,U00024,2026-02-16T09:41:09+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,9,0
M0001226,U00024,2026-02-16T16:53:51+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,0
M0001212,U00024,2026-02-18T12:45:22+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,2
M0001233,U00024,2026-02-19T11:33:20+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,3
